institution name,state,tot_grad,nonres_grad,pell_grad,urm_grad,ai_per,black_per,hispanic_per,pi_per,nonres_per,ai_grad,pi_grad,black_grad,hisp_grad
Talmudical Seminary of Bobov,New York,100,,100,URM proportions reported; missing matching grad rates,0,0,0,0,0,,,,
Southwest University at El Paso,Texas,75,,76,76.90217391,0,7,85,0,0,,0,100,75
Remington College-Shreveport Campus,Louisiana,67,,100,50,0,83,0,0,0,,,50,
Patrick Henry College,Virginia,65,,,75,0,0,6,0,0,,,,75
The King's College,New York,56,40,46,36.66666667,1,6,11,0,4,0,,44,36
Yeshiva of Machzikai Hadas,New York,66,,69,URM proportions reported; missing matching grad rates,0,0,0,0,3,,,,
University of Minnesota-Rochester,Minnesota,59,100,57,54.875,0,15,9,0,1,,,50,63
Pacific Rim Christian University,Hawaii,100,,,100,0,3,18,14,1,,,,100
West Coast University-Orange County,California,73,,100,52.77777778,0,3,32,1,0,,0,100,50
West Coast University-Ontario,California,64,,75,25,1,6,47,1,0,,,,25
Touro University Worldwide,California,50,,43,URM proportions reported; missing matching grad rates,0,24,7,1,0,,,,
Herzing University-Brookfield,Wisconsin,100,,100,URM proportions reported; missing matching grad rates,0,31,13,0,0,,,,
Chamberlain University-Virginia,Virginia,100,,100,100,0,54,20,0,1,,,100,100
New York Film Academy,California,68,,55,64.60869565,0,9,14,0,48,50,,50,74
Simmons College of Kentucky,Kentucky,56,,33,56,0,89,0,0,0,,,56,
John Paul the Great Catholic University,California,73,100,65,65,0,1,31,1,0,,,,65
University of Connecticut-Hartford Campus,Connecticut,62,89,61,48.66666667,0,14,19,0,2,50,,55,44
Chamberlain University-Texas,Texas,75,,100,100,0,40,25,0,0,,,100,
Criswell College,Texas,70,,67,URM proportions reported; missing matching grad rates,0,12,14,0,0,,,,
Chamberlain University-Georgia,Georgia,100,,,100,1,63,9,0,0,,,,100
Chamberlain University-Indiana,Indiana,100,,100,URM proportions reported; missing matching grad rates,0,27,8,0,0,,,,
Bais HaMedrash and Mesivta of Baltimore,Maryland,85,,100,URM proportions reported; missing matching grad rates,0,0,0,0,0,,,,
Be'er Yaakov Talmudic Seminary,New York,57,,60,URM proportions reported; missing matching grad rates,0,0,0,0,0,,,,
West Coast University-Dallas,Texas,67,,0,47.27272727,1,29,26,0,3,,,0,100
Bryant & Stratton College-Online,New York,50,,50,URM proportions reported; missing matching grad rates,1,41,8,0,0,,,,
Grace Mission University,California,83,,100,URM proportions reported; missing matching grad rates,0,0,19,0,0,,,,
Augusta University,Georgia,50,69,42,45.62162162,0,27,10,0,1,50,50,44,50
DeVry University-North Carolina,North Carolina,50,,100,50,0,50,50,0,0,,,50,
University of North Georgia,Georgia,52,35,43,39.4,0,4,16,0,1,67,50,33,41
Arizona State University Digital Immersion,Arizona,52,,67,100,1,8,23,0,0,,,100,
Washington University of Science and Technology,Virginia,78,78,,URM proportions reported; missing matching grad rates,0,0,1,0,70,,,,
University of Florida-Online,Florida,59,,88,0,0,5,23,0,1,,,,0
Minerva University,California,83,84,,67,0,0,1,0,89,,,,67
Atlantis University,Florida,71,29,62,78.41269841,0,19,44,0,27,,,40,95
Yeshiva Ohr Yisrael,New York,100,,,URM proportions reported; missing matching grad rates,0,0,0,0,13,,,,
San Ignacio University,Florida,50,100,100,0,0,0,45,0,54,,,,0
California Jazz Conservatory,California,100,100,,URM proportions reported; missing matching grad rates,0,4,26,4,0,,,,
Milligan University,Tennessee,63,67,61,59.91666667,0,5,7,0,7,,,50,67
Chamberlain University-Michigan,Michigan,100,,,URM proportions reported; missing matching grad rates,0,18,5,0,0,,,,
Hussian College-Los Angeles,California,51,25,46,43.22580645,0,10,21,0,3,0,,29,50
Arizona College of Nursing-Las Vegas,Nevada,75,,100,100,1,16,31,3,0,,,,100
Husson University,Maine,60,47,52,35.125,1,6,1,0,1,20,,36,45
Chamberlain University-North Carolina,North Carolina,100,,,URM proportions reported; missing matching grad rates,1,45,12,0,0,,,,
Presbyterian Theological Seminary in America,California,50,50,,URM proportions reported; missing matching grad rates,0,0,0,0,22,,,,
America Evangelical University,California,67,67,100,URM proportions reported; missing matching grad rates,0,0,4,0,61,,,,
Yeshiva Bais Aharon,New Jersey,57,,,URM proportions reported; missing matching grad rates,0,0,0,0,0,,,,
Mechon L'hoyroa,New York,67,,,URM proportions reported; missing matching grad rates,0,0,0,0,0,,,,
Yeshiva Ohr Naftoli,New York,67,,50,URM proportions reported; missing matching grad rates,0,0,0,0,3,,,,
Union Bible College,Indiana,50,,,URM proportions reported; missing matching grad rates,0,1,17,0,0,,,,
Women's Institute of Torah Seminary and College,Maryland,100,,,URM proportions reported; missing matching grad rates,0,0,0,0,0,,,,
Yeshiva Gedolah of Cliffwood,New Jersey,57,,,URM proportions reported; missing matching grad rates,0,0,0,0,1,,,,
Yeshivat Hechal Shemuel,New York,100,,,URM proportions reported; missing matching grad rates,0,0,0,0,0,,,,
Christ Mission College,Texas,55,,,50,0,2,81,0,9,,,,50
Urshan College,Missouri,50,0,,77.77777778,1,4,14,0,0,,,0,100
California Northstate University,California,76,,,100,0,4,1,0,1,,,,100
Bridges Christian College,Louisiana,100,,,URM proportions reported; missing matching grad rates,0,26,7,0,0,,,,
Commonwealth University of Pennsylvania,Pennsylvania,54,43,45,35.5,0,6,6,0,0,38,,31,40
Pennsylvania Western University,Pennsylvania,50,20,41,31.23076923,0,9,4,0,1,0,67,26,43
